Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Ahmedabad,Agra,895,98.71,No,Flight,Budget,Vegan,11,1,30157.35,Cloudy,Vacation,No,No,20-07-2024,31-07-2024,11,7,2024,Business,1.8
Delhi,Bhopal,691,93.92,No,Flight,Luxury,Non-Veg,11,1,78689.59,Sunny,Weekend,No,No,16-06-2025,27-06-2025,11,6,2025,Economy,1
Surat,Kolkata,2213,97.39,No,Flight,Standard,Vegan,13,2,135592.35,Rainy,Vacation,No,No,10-03-2024,23-03-2024,13,3,2024,Premium Economy,1.3
Chennai,Bhopal,1563,103.57,No,Train,Budget,Veg,11,1,18231.4,Sunny,Weekend,No,No,31-03-2025,11-04-2025,11,3,2025,SL,0.7
Kolkata,Chennai,1447,106.69,No,Flight,Budget,Non-Veg,10,1,28707.42,Sunny,Vacation,No,No,11-04-2024,21-04-2024,10,4,2024,Business,1.8
Jaipur,Rishikesh,451,110.24,No,Flight,Resort,Vegan,3,3,96592.15,Sunny,Weekend,No,Yes,23-07-2024,26-07-2024,3,7,2024,Premium Economy,1.3
Jaipur,Pune,1195,110.58,No,Train,Standard,Mixed,13,2,57066.4,Sunny,Vacation,Yes,No,23-06-2024,06-07-2024,13,6,2024,SL,0.7
Udaipur,Delhi,691,108.13,No,Flight,Standard,Veg,7,2,72676.93,Cloudy,Business,No,Yes,24-11-2024,01-12-2024,7,11,2024,Business,1.8
Nagpur,Mumbai,795,106.24,No,Car,Budget,Non-Veg,8,5,71365.79,Cloudy,Vacation,No,Yes,04-04-2024,12-04-2024,8,4,2024,Economy,1
Kerala,Varanasi,2191,108.42,Yes,Train,Budget,Non-Veg,8,1,18352.25,Rainy,Festival,No,No,27-12-2024,04-01-2025,8,12,2024,3A,1
Bangalore,Nagpur,1221,104.16,No,Flight,Standard,Mixed,5,2,64194.06,Cloudy,Festival,No,No,25-02-2025,02-03-2025,5,2,2025,Business,1.8
Lucknow,Kerala,2612,96.53,No,Flight,Luxury,Veg,15,3,272426.42,Rainy,Weekend,Yes,No,20-07-2024,04-08-2024,15,7,2024,Business,1.8
Kolkata,Bangalore,2061,104.36,No,Train,Budget,Mixed,13,3,57789.96,Sunny,Weekend,Yes,No,18-02-2025,03-03-2025,13,2,2025,3A,1
Udaipur,Delhi,768,110.94,No,Car,Standard,Non-Veg,8,1,26837.54,Sunny,Business,Yes,No,13-09-2024,21-09-2024,8,9,2024,Economy,1
Delhi,Hyderabad,1644,96.78,No,Train,Resort,Non-Veg,8,3,249060.74,Sunny,Business,No,Yes,14-11-2024,22-11-2024,8,11,2024,EconomyA,1.4
Mumbai,Bhopal,924,108.18,No,Flight,Luxury,Non-Veg,8,5,271410.2,Cloudy,Weekend,No,Yes,06-02-2024,14-02-2024,8,2,2024,Business,1.8
Chandigarh,Chennai,2443,95.81,No,Flight,Luxury,Veg,14,4,404869.97,Rainy,Festival,Yes,Yes,02-08-2024,16-08-2024,14,8,2024,Business,1.8
Chennai,Varanasi,1879,103.06,No,Flight,Budget,Mixed,11,3,90151.42,Sunny,Weekend,No,No,19-03-2025,30-03-2025,11,3,2025,Premium Economy,1.3
Kerala,Goa,745,107.8,No,Train,Budget,Non-Veg,2,4,11879.75,Sunny,Vacation,Yes,No,22-10-2024,24-10-2024,2,10,2024,SL,0.7
Indore,Rishikesh,1056,107.99,No,Flight,Luxury,Veg,6,2,125302.52,Sunny,Vacation,Yes,No,25-02-2024,02-03-2024,6,2,2024,Business,1.8
Goa,Chennai,928,96.97,No,Train,Standard,Veg,13,3,121374.11,Rainy,Vacation,Yes,No,20-08-2025,02-09-2025,13,8,2025,EconomyA,1.4
Ahmedabad,Chandigarh,1338,98.8,No,Train,Budget,Mixed,13,1,22233.1,Sunny,Weekend,No,Yes,15-01-2025,28-01-2025,13,1,2025,EconomyA,1.4
Chandigarh,Bangalore,2692,93.11,No,Flight,Standard,Veg,14,5,357149.68,Cloudy,Weekend,No,Yes,17-05-2024,31-05-2024,14,5,2024,Economy,1
Bhopal,Lucknow,630,111.53,No,Train,Standard,Veg,13,1,32938.74,Cloudy,Festival,No,No,22-05-2025,04-06-2025,13,5,2025,3A,1
Udaipur,Lucknow,841,109.81,No,Train,Budget,Mixed,5,2,16141.78,Sunny,Weekend,No,Yes,07-05-2024,12-05-2024,5,5,2024,SL,0.7
Bangalore,Udaipur,1710,100.07,No,Flight,Luxury,Non-Veg,9,4,235710.36,Rainy,Weekend,Yes,No,03-07-2025,12-07-2025,9,7,2025,Premium Economy,1.3
Chennai,Kerala,595,101.05,No,Train,Budget,Veg,2,2,9201.6,Rainy,Vacation,No,Yes,11-07-2025,13-07-2025,2,7,2025,3A,1
Ahmedabad,Delhi,1022,98.29,No,Flight,Luxury,Veg,8,2,142925.44,Sunny,Business,No,No,20-03-2025,28-03-2025,8,3,2025,Business,1.8
Udaipur,Kerala,2105,107.03,No,Flight,Luxury,Veg,15,3,263188.97,Sunny,Weekend,No,No,11-03-2024,26-03-2024,15,3,2024,Premium Economy,1.3
Chennai,Pune,1055,101.46,No,Train,Budget,Mixed,11,1,19959.03,Sunny,Vacation,No,No,03-07-2024,14-07-2024,11,7,2024,SL,0.7
Kolkata,Pune,2041,105.09,No,Flight,Standard,Non-Veg,7,2,69186.06,Cloudy,Vacation,Yes,No,01-09-2025,08-09-2025,7,9,2025,Economy,1
Bhopal,Chandigarh,1167,111.1,No,Flight,Luxury,Veg,14,1,99732.84,Sunny,Vacation,No,Yes,30-08-2025,13-09-2025,14,8,2025,Economy,1
Rishikesh,Surat,1426,96.71,No,Train,Standard,Veg,9,1,32352.5,Cloudy,Business,No,No,05-03-2025,14-03-2025,9,3,2025,2A,1.2
Ahmedabad,Nagpur,906,97.71,No,Bus,Standard,Veg,14,2,106995.17,Cloudy,Weekend,No,Yes,06-02-2025,20-02-2025,14,2,2025,Non-AC Seater,1
Goa,Indore,1066,95.17,No,Car,Standard,Veg,2,5,32953.51,Sunny,Weekend,No,No,05-11-2024,07-11-2024,2,11,2024,Economy,1
Rishikesh,Kolkata,1624,94.66,No,Car,Standard,Mixed,13,2,90217.19,Sunny,Business,Yes,No,17-01-2025,30-01-2025,13,1,2025,Economy,1
Kolkata,Lucknow,1034,104.66,No,Train,Budget,Mixed,4,2,14259.23,Sunny,Vacation,No,Yes,08-03-2024,12-03-2024,4,3,2024,SL,0.7
Varanasi,Nagpur,720,98.77,No,Train,Standard,Non-Veg,13,1,33451.91,Rainy,Vacation,Yes,Yes,08-06-2024,21-06-2024,13,6,2024,3A,1
Agra,Nagpur,781,97.57,No,Bus,Budget,Veg,8,2,17860.66,Sunny,Vacation,No,No,19-02-2024,27-02-2024,8,2,2024,Non-AC Seater,1
Mumbai,Pune,139,104.46,No,Bus,Luxury,Veg,14,2,134998.75,Sunny,Vacation,Yes,Yes,12-07-2024,26-07-2024,14,7,2024,AC Sleeper,1.3
Indore,Jaipur,537,109.27,No,Car,Standard,Vegan,6,1,32269.35,Cloudy,Festival,No,Yes,12-08-2025,18-08-2025,6,8,2025,Economy,1
Nagpur,Varanasi,866,105.03,No,Flight,Luxury,Veg,10,3,194382.54,Rainy,Weekend,No,Yes,25-06-2025,05-07-2025,10,6,2025,Premium Economy,1.3
Kerala,Chandigarh,3025,105.27,No,Train,Standard,Non-Veg,4,5,84887.98,Rainy,Weekend,Yes,Yes,21-03-2024,25-03-2024,4,3,2024,SL,0.7
Udaipur,Nagpur,871,107.54,No,Train,Budget,Veg,12,2,36993.78,Rainy,Vacation,No,No,10-05-2024,22-05-2024,12,5,2024,2A,1.2
Agra,Indore,749,98.45,No,Train,Standard,Mixed,11,5,218907.27,Rainy,Festival,No,Yes,15-03-2024,26-03-2024,11,3,2024,3A,1
Chandigarh,Udaipur,849,96.36,Yes,Train,Standard,Vegan,15,3,127312.21,Cloudy,Business,Yes,No,28-11-2024,13-12-2024,15,11,2024,EconomyA,1.4
Agra,Surat,989,96.18,No,Train,Luxury,Veg,9,3,177787.12,Sunny,Weekend,Yes,No,09-08-2024,18-08-2024,9,8,2024,EconomyA,1.4
Hyderabad,Surat,878,111.89,No,Flight,Budget,Mixed,11,3,71168.79,Sunny,Weekend,No,Yes,22-03-2025,02-04-2025,11,3,2025,Premium Economy,1.3
Jaipur,Bhopal,555,110.93,No,Train,Standard,Non-Veg,4,4,37519.49,Sunny,Weekend,Yes,No,14-01-2024,18-01-2024,4,1,2024,2A,1.2
Delhi,Kerala,2827,96.67,No,Train,Standard,Non-Veg,9,1,44576.34,Sunny,Festival,Yes,Yes,26-04-2024,05-05-2024,9,4,2024,EconomyA,1.4
Kerala,Jaipur,2187,108.57,Yes,Flight,Standard,Veg,8,4,215148.05,Rainy,Weekend,No,Yes,29-03-2024,06-04-2024,8,3,2024,Business,1.8
Chennai,Kerala,696,104.04,No,Car,Luxury,Veg,15,2,208156.36,Cloudy,Vacation,No,Yes,24-02-2025,11-03-2025,15,2,2025,Economy,1
Surat,Mumbai,320,98.14,No,Train,Standard,Veg,6,4,84123.38,Sunny,Business,No,No,24-09-2024,30-09-2024,6,9,2024,SL,0.7
Kerala,Bangalore,497,108.98,No,Car,Standard,Non-Veg,8,5,136183.94,Sunny,Weekend,No,Yes,24-04-2025,02-05-2025,8,4,2025,Economy,1
Agra,Bangalore,1752,96.95,No,Flight,Resort,Veg,7,2,220781.52,Sunny,Weekend,Yes,No,11-03-2024,18-03-2024,7,3,2024,Economy,1
Pune,Goa,440,107.2,No,Car,Standard,Veg,8,2,59973.55,Rainy,Vacation,No,Yes,30-07-2025,07-08-2025,8,7,2025,Economy,1
Bhopal,Rishikesh,879,110.72,Yes,Flight,Resort,Veg,14,1,194428.21,Sunny,Vacation,No,No,19-04-2024,03-05-2024,14,4,2024,Economy,1
Udaipur,Ahmedabad,260,108.45,No,Car,Standard,Non-Veg,15,3,113512.14,Sunny,Vacation,No,No,24-03-2024,08-04-2024,15,3,2024,Economy,1
Mumbai,Nagpur,827,108.59,No,Flight,Resort,Mixed,5,3,150195.93,Cloudy,Weekend,No,No,12-05-2025,17-05-2025,5,5,2025,Economy,1
Jaipur,Chennai,2117,108.55,No,Train,Standard,Veg,15,3,121385.15,Sunny,Weekend,Yes,Yes,04-03-2024,19-03-2024,15,3,2024,SL,0.7
Chandigarh,Surat,1287,94.26,No,Train,Budget,Veg,5,5,34186.97,Sunny,Weekend,Yes,No,29-03-2024,03-04-2024,5,3,2024,3A,1
Bhopal,Pune,783,108.32,No,Train,Standard,Non-Veg,2,2,11260.54,Cloudy,Weekend,Yes,Yes,04-07-2025,06-07-2025,2,7,2025,SL,0.7
Pune,Varanasi,1311,106.09,No,Train,Budget,Mixed,12,1,20241.46,Cloudy,Weekend,No,No,31-07-2024,12-08-2024,12,7,2024,2A,1.2
Mumbai,Lucknow,1591,104.96,No,Train,Budget,Non-Veg,2,3,21800.26,Cloudy,Weekend,No,Yes,02-03-2025,04-03-2025,2,3,2025,3A,1
Bangalore,Rishikesh,2138,103.02,No,Flight,Budget,Non-Veg,6,3,86950.58,Sunny,Weekend,No,No,21-02-2024,27-02-2024,6,2,2024,Economy,1
Ahmedabad,Chennai,1796,97.56,No,Train,Standard,Vegan,9,2,82247.96,Cloudy,Business,Yes,No,14-07-2025,23-07-2025,9,7,2025,SL,0.7
Hyderabad,Chandigarh,1777,110.25,No,Car,Standard,Non-Veg,7,1,31024.83,Cloudy,Weekend,No,No,06-05-2025,13-05-2025,7,5,2025,Economy,1
Varanasi,Hyderabad,1034,95.76,No,Flight,Standard,Veg,5,2,46206.63,Sunny,Business,Yes,Yes,22-02-2025,27-02-2025,5,2,2025,Premium Economy,1.3
Kerala,Delhi,2701,106.91,No,Train,Standard,Non-Veg,15,1,41658.16,Cloudy,Business,Yes,No,17-05-2025,01-06-2025,15,5,2025,EconomyA,1.4
Chennai,Rishikesh,2467,101.73,No,Train,Standard,Non-Veg,10,4,154406.86,Cloudy,Vacation,No,No,29-09-2024,09-10-2024,10,9,2024,SL,0.7
Bangalore,Udaipur,1710,100.08,No,Flight,Luxury,Non-Veg,3,1,26256.23,Rainy,Vacation,Yes,No,11-06-2024,14-06-2024,3,6,2024,Business,1.8
Goa,Mumbai,630,95.75,No,Train,Budget,Veg,15,4,83718.1,Rainy,Business,No,Yes,26-07-2024,10-08-2024,15,7,2024,2A,1.2
Delhi,Kerala,2981,96.09,No,Flight,Standard,Veg,9,3,126913.19,Sunny,Vacation,Yes,No,21-05-2024,30-05-2024,9,5,2024,Premium Economy,1.3
Kerala,Hyderabad,951,105.75,No,Train,Budget,Non-Veg,2,3,20446.9,Sunny,Vacation,No,No,23-10-2024,25-10-2024,2,10,2024,3A,1
Chennai,Kolkata,1541,104.32,No,Flight,Luxury,Veg,4,2,112365.17,Rainy,Business,No,No,14-07-2024,18-07-2024,4,7,2024,Premium Economy,1.3
Indore,Varanasi,1044,109.13,No,Bus,Standard,Non-Veg,13,2,69820.3,Cloudy,Weekend,No,No,27-07-2024,09-08-2024,13,7,2024,Non-AC Sleeper,1.1
Kolkata,Indore,1660,106.83,No,Train,Luxury,Non-Veg,10,4,232870.27,Cloudy,Vacation,No,No,07-12-2024,17-12-2024,10,12,2024,3A,1
Ahmedabad,Kolkata,2181,95.21,No,Train,Resort,Veg,4,1,45582.5,Rainy,Vacation,No,No,18-06-2025,22-06-2025,4,6,2025,3A,1
Bangalore,Nagpur,1072,104.61,No,Flight,Luxury,Veg,4,1,34251.25,Sunny,Festival,Yes,No,20-05-2024,24-05-2024,4,5,2024,Economy,1
Goa,Nagpur,1147,96.35,No,Flight,Standard,Veg,5,1,24333.21,Cloudy,Business,No,Yes,16-04-2025,21-04-2025,5,4,2025,Premium Economy,1.3
Surat,Delhi,977,96.53,No,Train,Standard,Veg,14,5,200462.13,Rainy,Vacation,Yes,No,02-10-2024,16-10-2024,14,10,2024,2A,1.2
Jaipur,Varanasi,971,107.08,No,Train,Standard,Veg,2,4,30357.28,Cloudy,Vacation,No,No,28-08-2025,30-08-2025,2,8,2025,2A,1.2
Surat,Agra,1055,97.12,No,Flight,Luxury,Veg,12,4,302811.8,Sunny,Vacation,No,No,06-08-2024,18-08-2024,12,8,2024,Business,1.8
Delhi,Agra,238,95.2,No,Bus,Standard,Veg,7,2,45978.54,Sunny,Vacation,No,No,19-06-2025,26-06-2025,7,6,2025,AC Seater,1.15
Goa,Surat,899,96.68,No,Train,Budget,Veg,4,5,30876.92,Cloudy,Vacation,No,Yes,20-05-2025,24-05-2025,4,5,2025,SL,0.7
Rishikesh,Pune,1763,94.03,No,Car,Budget,Veg,2,1,16053.16,Sunny,Festival,No,No,12-08-2025,14-08-2025,2,8,2025,Economy,1
Varanasi,Ahmedabad,1275,95.93,No,Flight,Budget,Mixed,4,3,37652.21,Sunny,Weekend,Yes,No,02-05-2024,06-05-2024,4,5,2024,Premium Economy,1.3
Mumbai,Jaipur,1134,106.31,Yes,Car,Standard,Veg,13,1,55167.7,Sunny,Festival,Yes,No,11-03-2025,24-03-2025,13,3,2025,Economy,1
Bhopal,Delhi,794,110.06,No,Train,Standard,Mixed,2,4,31658.4,Sunny,Business,Yes,Yes,25-01-2024,27-01-2024,2,1,2024,2A,1.2
Udaipur,Goa,1312,109.29,No,Flight,Standard,Veg,10,3,142172.19,Sunny,Weekend,No,No,11-11-2024,21-11-2024,10,11,2024,Premium Economy,1.3
Lucknow,Chandigarh,653,98.36,No,Car,Standard,Mixed,13,1,25245.97,Sunny,Weekend,Yes,Yes,06-06-2024,19-06-2024,13,6,2024,Economy,1
Rishikesh,Jaipur,567,94.44,Yes,Train,Budget,Non-Veg,3,4,24374.24,Cloudy,Festival,No,No,29-03-2024,01-04-2024,3,3,2024,EconomyA,1.4
Varanasi,Agra,590,98.97,Yes,Train,Standard,Veg,8,2,78125.8,Cloudy,Festival,No,No,15-03-2024,23-03-2024,8,3,2024,3A,1
Kolkata,Mumbai,2188,107.53,No,Flight,Budget,Mixed,8,2,74378.34,Rainy,Weekend,No,No,16-11-2024,24-11-2024,8,11,2024,Economy,1
Bhopal,Varanasi,743,108.14,No,Car,Luxury,Veg,14,4,504069.55,Sunny,Weekend,No,Yes,02-07-2025,16-07-2025,14,7,2025,Economy,1
Rishikesh,Ahmedabad,1321,94.58,No,Flight,Luxury,Veg,14,4,370013.57,Rainy,Vacation,No,No,01-07-2025,15-07-2025,14,7,2025,Premium Economy,1.3
Surat,Indore,406,98.33,No,Train,Luxury,Veg,5,1,33604.6,Sunny,Weekend,No,Yes,25-04-2024,30-04-2024,5,4,2024,EconomyA,1.4
Udaipur,Kerala,2119,110.11,No,Train,Budget,Veg,5,2,18584.38,Sunny,Weekend,No,Yes,16-03-2024,21-03-2024,5,3,2024,EconomyA,1.4
Jaipur,Nagpur,860,108.23,No,Flight,Standard,Vegan,3,4,69475.48,Sunny,Weekend,No,No,19-12-2024,22-12-2024,3,12,2024,Premium Economy,1.3
Kerala,Udaipur,2007,107.96,No,Flight,Standard,Mixed,7,4,163768.94,Sunny,Weekend,No,Yes,26-09-2024,03-10-2024,7,9,2024,Economy,1
Jaipur,Hyderabad,1393,107.42,No,Train,Resort,Veg,15,4,837960.91,Cloudy,Business,No,Yes,17-03-2025,01-04-2025,15,3,2025,3A,1
Jaipur,Kolkata,1755,110.34,No,Train,Budget,Non-Veg,11,1,18089.38,Cloudy,Weekend,Yes,Yes,31-05-2024,11-06-2024,11,5,2024,SL,0.7
Varanasi,Goa,1617,95.85,No,Train,Luxury,Vegan,14,5,549903.47,Cloudy,Vacation,No,No,27-07-2024,10-08-2024,14,7,2024,2A,1.2
Bhopal,Ahmedabad,616,111.04,No,Flight,Standard,Veg,13,2,84891.68,Cloudy,Festival,No,No,16-03-2025,29-03-2025,13,3,2025,Economy,1
Ahmedabad,Kerala,2013,95.23,No,Bus,Standard,Mixed,13,1,57479.86,Rainy,Vacation,No,No,17-09-2024,30-09-2024,13,9,2024,Non-AC Sleeper,1.1
Kolkata,Goa,1885,104.85,Yes,Flight,Luxury,Mixed,7,1,103309.33,Sunny,Vacation,No,No,30-01-2024,06-02-2024,7,1,2024,Economy,1
Agra,Udaipur,584,98.63,No,Car,Standard,Vegan,5,3,55544.15,Rainy,Weekend,No,No,29-05-2025,03-06-2025,5,5,2025,Economy,1
Chennai,Mumbai,1167,104.96,No,Flight,Budget,Veg,4,2,43623.66,Sunny,Business,No,Yes,28-01-2025,01-02-2025,4,1,2025,Business,1.8
Lucknow,Bhopal,586,95.78,No,Train,Standard,Vegan,13,3,125504.01,Sunny,Weekend,No,Yes,26-05-2024,08-06-2024,13,5,2024,3A,1
Jaipur,Hyderabad,1293,108.2,No,Car,Standard,Veg,4,3,46783.56,Cloudy,Vacation,Yes,No,06-08-2025,10-08-2025,4,8,2025,Economy,1
Udaipur,Chennai,1698,107.39,No,Flight,Standard,Veg,6,4,141905.94,Sunny,Business,Yes,No,13-08-2025,19-08-2025,6,8,2025,Premium Economy,1.3
Delhi,Pune,1362,94.67,No,Flight,Standard,Non-Veg,13,5,192367.59,Cloudy,Vacation,No,No,19-08-2024,01-09-2024,13,8,2024,Economy,1
Bhopal,Chennai,1429,107.72,No,Flight,Luxury,Vegan,8,2,148144.61,Cloudy,Business,Yes,Yes,27-03-2024,04-04-2024,8,3,2024,Premium Economy,1.3
Mumbai,Hyderabad,847,107.5,No,Flight,Budget,Non-Veg,8,1,20593.67,Cloudy,Vacation,No,No,06-03-2025,14-03-2025,8,3,2025,Premium Economy,1.3
Nagpur,Goa,1113,104.19,No,Train,Budget,Veg,7,3,50431.43,Rainy,Weekend,No,Yes,13-06-2025,20-06-2025,7,6,2025,2A,1.2
Agra,Bhopal,564,95.12,No,Flight,Luxury,Mixed,3,1,22570.6,Sunny,Vacation,No,Yes,20-05-2024,23-05-2024,3,5,2024,Economy,1
Goa,Bangalore,585,96.13,No,Flight,Resort,Veg,11,3,316954.33,Sunny,Weekend,Yes,No,09-01-2024,20-01-2024,11,1,2024,Economy,1
Bhopal,Chandigarh,1138,107.42,No,Flight,Standard,Vegan,14,1,49594.34,Sunny,Vacation,Yes,No,04-03-2024,18-03-2024,14,3,2024,Economy,1
Chennai,Agra,2089,105.73,Yes,Flight,Budget,Veg,7,2,63147.14,Cloudy,Vacation,Yes,No,31-01-2024,07-02-2024,7,1,2024,Premium Economy,1.3
Bangalore,Delhi,2002,104.98,No,Flight,Standard,Non-Veg,13,1,60327.19,Cloudy,Vacation,Yes,No,28-08-2025,10-09-2025,13,8,2025,Business,1.8
Rishikesh,Varanasi,886,95.74,No,Flight,Standard,Non-Veg,11,2,92323.5,Cloudy,Festival,Yes,No,15-02-2025,26-02-2025,11,2,2025,Business,1.8
Chandigarh,Jaipur,602,96.78,No,Train,Standard,Veg,14,1,36515.11,Sunny,Vacation,Yes,No,25-08-2025,08-09-2025,14,8,2025,3A,1
Chennai,Surat,1477,104.93,No,Flight,Standard,Non-Veg,14,1,49136.97,Sunny,Weekend,Yes,Yes,12-01-2024,26-01-2024,14,1,2024,Business,1.8
Delhi,Chennai,1940,94.58,No,Train,Standard,Veg,15,1,66072.04,Sunny,Business,No,No,22-07-2025,06-08-2025,15,7,2025,2A,1.2
Jaipur,Rishikesh,547,108.08,Yes,Train,Luxury,Veg,10,5,278159.47,Sunny,Weekend,Yes,No,22-04-2024,02-05-2024,10,4,2024,2A,1.2
Lucknow,Kerala,2322,98.24,No,Train,Budget,Veg,13,2,45597.65,Rainy,Business,No,No,25-07-2024,07-08-2024,13,7,2024,EconomyA,1.4
Varanasi,Pune,1418,98.57,No,Train,Luxury,Veg,8,1,45089.02,Sunny,Festival,Yes,No,03-02-2024,11-02-2024,8,2,2024,3A,1
Goa,Udaipur,1185,95.21,No,Flight,Standard,Vegan,9,1,33641.88,Cloudy,Weekend,Yes,No,29-04-2024,08-05-2024,9,4,2024,Economy,1
Ahmedabad,Agra,798,98.01,Yes,Car,Luxury,Veg,5,2,89152.92,Sunny,Weekend,No,No,27-01-2025,01-02-2025,5,1,2025,Economy,1
Pune,Bangalore,923,107.06,No,Train,Luxury,Mixed,7,4,196763.12,Rainy,Business,Yes,No,29-07-2024,05-08-2024,7,7,2024,3A,1
Pune,Bhopal,795,105.31,No,Train,Budget,Mixed,8,2,28038.75,Sunny,Weekend,No,Yes,19-03-2024,27-03-2024,8,3,2024,SL,0.7
Hyderabad,Rishikesh,1715,110.68,No,Train,Budget,Veg,8,4,66524.87,Sunny,Weekend,No,No,28-11-2024,06-12-2024,8,11,2024,SL,0.7
Mumbai,Nagpur,879,107.12,No,Flight,Luxury,Veg,3,5,152324.98,Cloudy,Vacation,No,No,23-08-2024,26-08-2024,3,8,2024,Economy,1
Goa,Agra,1747,96.77,No,Car,Resort,Mixed,2,1,38938.58,Sunny,Festival,No,No,22-06-2024,24-06-2024,2,6,2024,Economy,1
Kolkata,Pune,1838,104.5,No,Flight,Standard,Veg,13,5,215720.22,Sunny,Vacation,No,No,09-02-2024,22-02-2024,13,2,2024,Premium Economy,1.3
Indore,Agra,747,109.06,Yes,Car,Standard,Non-Veg,3,3,34676.17,Sunny,Festival,No,No,18-01-2024,21-01-2024,3,1,2024,Economy,1
Delhi,Lucknow,572,96.12,No,Bus,Standard,Veg,7,2,46552.65,Sunny,Weekend,No,Yes,18-06-2025,25-06-2025,7,6,2025,Non-AC Seater,1
Lucknow,Jaipur,682,96.25,Yes,Flight,Standard,Veg,7,1,42904.14,Sunny,Festival,Yes,Yes,08-02-2024,15-02-2024,7,2,2024,Premium Economy,1.3
Goa,Agra,1931,95.12,No,Flight,Standard,Vegan,4,2,60491.91,Cloudy,Weekend,No,No,28-08-2025,01-09-2025,4,8,2025,Business,1.8
Udaipur,Hyderabad,1130,109.35,No,Flight,Standard,Veg,12,4,210511.91,Cloudy,Festival,No,Yes,09-03-2025,21-03-2025,12,3,2025,Economy,1
Varanasi,Indore,867,95.4,No,Flight,Standard,Veg,7,5,145040.35,Cloudy,Vacation,No,Yes,01-07-2025,08-07-2025,7,7,2025,Premium Economy,1.3
Nagpur,Bangalore,1232,106.79,No,Flight,Standard,Veg,3,2,55937.18,Sunny,Festival,No,Yes,16-05-2025,19-05-2025,3,5,2025,Premium Economy,1.3
Surat,Hyderabad,926,96.79,No,Flight,Luxury,Veg,15,3,258030.68,Rainy,Weekend,Yes,Yes,13-01-2025,28-01-2025,15,1,2025,Premium Economy,1.3
Hyderabad,Goa,586,109.09,No,Train,Budget,Veg,15,2,33069.45,Cloudy,Vacation,Yes,No,03-09-2024,18-09-2024,15,9,2024,EconomyA,1.4
Lucknow,Delhi,541,96.01,No,Train,Budget,Veg,4,3,20940.66,Sunny,Weekend,No,No,09-06-2024,13-06-2024,4,6,2024,3A,1
Goa,Kerala,784,95.28,No,Car,Luxury,Non-Veg,5,4,133025.41,Cloudy,Vacation,No,Yes,01-02-2024,06-02-2024,5,2,2024,Economy,1
Agra,Delhi,235,97.98,No,Car,Luxury,Veg,3,4,114079.53,Cloudy,Business,No,No,13-06-2024,16-06-2024,3,6,2024,Economy,1
Goa,Indore,1080,96.24,No,Train,Luxury,Veg,8,1,47583.96,Cloudy,Vacation,No,No,17-09-2024,25-09-2024,8,9,2024,2A,1.2
Chennai,Surat,1567,104.45,No,Flight,Standard,Mixed,12,2,116453.54,Sunny,Weekend,No,No,20-07-2025,01-08-2025,12,7,2025,Business,1.8
Chennai,Surat,1437,103.65,No,Flight,Budget,Veg,11,4,110428,Sunny,Festival,Yes,Yes,18-10-2024,29-10-2024,11,10,2024,Business,1.8
Jaipur,Surat,892,107.19,No,Flight,Standard,Non-Veg,3,3,55515.32,Rainy,Vacation,No,Yes,02-07-2025,05-07-2025,3,7,2025,Business,1.8
Lucknow,Indore,879,95.71,No,Bus,Budget,Veg,14,1,23298.81,Cloudy,Weekend,No,No,13-11-2024,27-11-2024,14,11,2024,Non-AC Seater,1
Kolkata,Chennai,1927,105.77,No,Flight,Standard,Non-Veg,14,3,203473.87,Sunny,Weekend,No,No,13-05-2024,27-05-2024,14,5,2024,Business,1.8
Ahmedabad,Jaipur,675,96.83,Yes,Flight,Budget,Veg,15,2,66110.56,Sunny,Business,Yes,No,28-02-2025,15-03-2025,15,2,2025,Economy,1
Kolkata,Agra,1461,105.04,Yes,Train,Budget,Veg,12,3,69441.36,Sunny,Vacation,No,No,08-01-2025,20-01-2025,12,1,2025,SL,0.7
Pune,Chennai,1206,105.75,No,Train,Standard,Non-Veg,8,4,138793.5,Sunny,Vacation,No,No,08-02-2025,16-02-2025,8,2,2025,2A,1.2
Bangalore,Goa,585,101.37,No,Train,Standard,Vegan,9,2,49330.02,Rainy,Vacation,No,Yes,11-09-2024,20-09-2024,9,9,2024,SL,0.7
Bangalore,Chandigarh,2274,101.31,No,Flight,Standard,Non-Veg,9,1,41445.14,Cloudy,Vacation,No,No,17-04-2024,26-04-2024,9,4,2024,Economy,1
Ahmedabad,Lucknow,1138,98.55,No,Flight,Standard,Non-Veg,14,3,178974.67,Cloudy,Festival,No,No,27-01-2024,10-02-2024,14,1,2024,Economy,1
Indore,Udaipur,391,110.96,Yes,Car,Standard,Non-Veg,9,3,86205.9,Cloudy,Vacation,Yes,No,06-02-2025,15-02-2025,9,2,2025,Economy,1
Goa,Ahmedabad,1030,97.7,No,Train,Luxury,Veg,4,5,135124.48,Sunny,Weekend,No,Yes,31-03-2024,04-04-2024,4,3,2024,2A,1.2
